states,year,week,label,m1_flag,m2,m2_flag,m3_flag,m4_flag,location2,sort_order,location1,geocode,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,m4,m1,m3
US RESIDENTS,2022,1,Anthrax,-,0,-,-,-,US RESIDENTS,20220100001,,,,,,,
NEW ENGLAND,2022,1,Anthrax,-,0,-,-,-,NEW ENGLAND,20220100002,,,,,,,
CONNECTICUT,2022,1,Anthrax,-,0,-,-,-,,20220100003,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,Anthrax,-,0,-,-,-,,20220100004,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,Anthrax,-,0,-,-,-,,20220100005,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,Anthrax,-,0,-,-,-,,20220100006,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,Anthrax,-,0,-,-,-,,20220100007,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,Anthrax,-,0,-,-,-,,20220100008,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,Anthrax,-,0,-,-,-,MIDDLE ATLANTIC,20220100009,,,,,,,
NEW JERSEY,2022,1,Anthrax,-,0,-,-,-,,20220100010,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,Anthrax,-,0,-,-,-,,20220100011,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,Anthrax,-,0,-,-,-,,20220100012,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,Anthrax,-,0,-,-,-,,20220100013,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,Anthrax,-,0,-,-,-,EAST NORTH CENTRAL,20220100014,,,,,,,
ILLINOIS,2022,1,Anthrax,-,0,-,-,-,,20220100015,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,Anthrax,-,0,-,-,-,,20220100016,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,Anthrax,-,0,-,-,-,,20220100017,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,Anthrax,-,0,-,-,-,,20220100018,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,Anthrax,-,0,-,-,-,,20220100019,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,Anthrax,-,0,-,-,-,WEST NORTH CENTRAL,20220100020,,,,,,,
IOWA,2022,1,Anthrax,-,0,-,-,-,,20220100021,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,Anthrax,-,0,-,-,-,,20220100022,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,Anthrax,-,0,-,-,-,,20220100023,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,Anthrax,-,0,-,-,-,,20220100024,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,Anthrax,-,0,-,-,-,,20220100025,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,Anthrax,-,0,-,-,-,,20220100026,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,Anthrax,-,0,-,-,-,,20220100027,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,Anthrax,-,0,-,-,-,SOUTH ATLANTIC,20220100028,,,,,,,
DELAWARE,2022,1,Anthrax,-,0,-,-,-,,20220100029,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,Anthrax,-,0,-,-,-,,20220100030,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,Anthrax,-,0,-,-,-,,20220100031,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,Anthrax,-,0,-,-,-,,20220100032,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,Anthrax,-,0,-,-,-,,20220100033,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,Anthrax,-,0,-,-,-,,20220100034,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,Anthrax,-,0,-,-,-,,20220100035,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,Anthrax,-,0,-,-,-,,20220100036,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,Anthrax,-,0,-,-,-,,20220100037,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,Anthrax,-,0,-,-,-,EAST SOUTH CENTRAL,20220100038,,,,,,,
ALABAMA,2022,1,Anthrax,-,0,-,-,-,,20220100039,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,Anthrax,-,0,-,-,-,,20220100040,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,Anthrax,-,0,-,-,-,,20220100041,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,Anthrax,-,0,-,-,-,,20220100042,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,Anthrax,-,0,-,-,-,WEST SOUTH CENTRAL,20220100043,,,,,,,
ARKANSAS,2022,1,Anthrax,-,0,-,-,-,,20220100044,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,Anthrax,-,0,-,-,-,,20220100045,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,Anthrax,-,0,-,-,-,,20220100046,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,Anthrax,-,0,-,-,-,,20220100047,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,Anthrax,-,0,-,-,-,MOUNTAIN,20220100048,,,,,,,
ARIZONA,2022,1,Anthrax,-,0,-,-,-,,20220100049,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,Anthrax,-,0,-,-,-,,20220100050,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,Anthrax,-,0,-,-,-,,20220100051,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,Anthrax,-,0,-,-,-,,20220100052,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,Anthrax,-,0,-,-,-,,20220100053,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,Anthrax,-,0,-,-,-,,20220100054,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,Anthrax,-,0,-,-,-,,20220100055,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,Anthrax,-,0,-,-,-,,20220100056,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,Anthrax,-,0,-,-,-,PACIFIC,20220100057,,,,,,,
ALASKA,2022,1,Anthrax,-,0,-,-,-,,20220100058,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,Anthrax,-,0,-,-,-,,20220100059,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,Anthrax,-,0,-,-,-,,20220100060,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,Anthrax,-,0,-,-,-,,20220100061,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,Anthrax,-,0,-,-,-,,20220100062,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,Anthrax,-,0,-,-,-,US TERRITORIES,20220100063,,,,,,,
AMERICAN SAMOA,2022,1,Anthrax,-,0,-,-,-,,20220100064,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,Anthrax,-,0,-,-,-,,20220100065,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,Anthrax,-,0,-,-,-,,20220100066,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,Anthrax,-,0,-,-,-,,20220100067,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,Anthrax,-,0,-,-,-,,20220100068,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,Anthrax,-,0,-,-,-,NON-US RESIDENTS,20220100069,,,,,,,
TOTAL,2022,1,Anthrax,-,0,-,-,-,TOTAL,20220100070,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,2,-,-,-,US RESIDENTS,20220100071,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,NEW ENGLAND,20220100072,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100073,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100074,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100075,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100076,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100077,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100078,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,MIDDLE ATLANTIC,20220100079,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100080,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100081,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100082,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100083,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,EAST NORTH CENTRAL,20220100084,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100085,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100086,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100087,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100088,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100089,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,WEST NORTH CENTRAL,20220100090,,,,,,,
IOWA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100091,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100092,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100093,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100094,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100095,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100096,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100097,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,SOUTH ATLANTIC,20220100098,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100099,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100100,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100101,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100102,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100103,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100104,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100105,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100106,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100107,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,EAST SOUTH CENTRAL,20220100108,,,,,,,
ALABAMA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100109,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100110,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100111,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100112,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,WEST SOUTH CENTRAL,20220100113,,,,,,,
ARKANSAS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100114,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100115,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100116,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100117,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,MOUNTAIN,20220100118,,,,,,,
ARIZONA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100119,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100120,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100121,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100122,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100123,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100124,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100125,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100126,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,PACIFIC,20220100127,,,,,,,
ALASKA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100128,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100129,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100130,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100131,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,"Arboviral diseases, Chikungunya virus disease",-,1,-,-,-,,20220100132,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,US TERRITORIES,20220100133,,,,,,,
AMERICAN SAMOA,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100134,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100135,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100136,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100137,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,,20220100138,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,"Arboviral diseases, Chikungunya virus disease",-,0,-,-,-,NON-US RESIDENTS,20220100139,,,,,,,
TOTAL,2022,1,"Arboviral diseases, Chikungunya virus disease",-,2,-,-,-,TOTAL,20220100140,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,US RESIDENTS,20220100141,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,NEW ENGLAND,20220100142,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100143,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100144,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100145,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100146,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100147,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100148,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,MIDDLE ATLANTIC,20220100149,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100150,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100151,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100152,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100153,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,EAST NORTH CENTRAL,20220100154,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100155,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100156,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,,20220100157,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100158,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100159,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,WEST NORTH CENTRAL,20220100160,,,,,,,
IOWA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100161,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100162,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
